  2 +    19.405974523 -1203.054025477     0.001804270
  2 +    19.421663718 -1203.038336282     0.000973182
  2 +    19.446669257 -1203.013330743     0.002895917
  2 +    19.458785456 -1203.001214544     0.003737034
  2 +    19.464177736 -1202.995822264     0.001102633
  2 +    19.470569621 -1202.989430379     0.000993088
  2 +    19.479860115 -1202.980139885     0.000392807
  2 +    19.495333762 -1202.964666238     0.002386620
  2 +    19.507485630 -1202.952514370     0.001234932
  2 +    19.532917510 -1202.927082490     0.000803712
  2 +    19.548288935 -1202.911711065     0.000478442
  2 +    19.567338109 -1202.892661891     0.000773692
  2 +    19.582986264 -1202.877013736     0.000613093
  2 +    19.611873573 -1202.848126427     0.016456863
  2 +    19.618361559 -1202.841638441     0.001940534
  2 +    19.632829218 -1202.827170782     0.010906079
  2 +    19.651647711 -1202.808352289     0.051706387
  2 +    19.665908245 -1202.794091755     0.000549425
  2 +    19.678267916 -1202.781732084     0.008611259
  2 +    19.683076168 -1202.776923832     0.003703675
  2 +    19.700683493 -1202.759316507     0.008111499
  2 +    19.719962306 -1202.740037694     0.018057154
  2 +    19.737013867 -1202.722986133     0.023485555
  2 +    19.770265711 -1202.689734289     0.000370154
  2 +    19.777669974 -1202.682330026     0.006223484
